Type,Subtype,Filename,Max_Score,Mean_Score,Num_Tiles,Best_Channel,Prediction,Correct
Stego,Stego_RGB,1046.png,0.9999956,0.87852407,77,B,Stego,True
Stego,Stego_RGB,1047.png,0.9999956,0.86267465,35,B,Stego,True
Stego,Stego_RGB,1048.png,1.0,0.9999989,8,R,Stego,True
Stego,Stego_RGB,1049.png,0.21607675,0.026036415,36,R,Clean,False
Stego,Stego_RGB,105.png,0.9999862,0.9023655,35,R,Stego,True
Stego,Stego_RGB,1050.png,1.0,0.99875164,28,R,Stego,True
Stego,Stego_RGB,1051.png,0.8734715,0.5734522,24,G,Stego,True
Stego,Stego_RGB,1052.png,0.9999443,0.98860246,28,R,Stego,True
Stego,Stego_RGB,1053.png,0.99996173,0.9307608,24,B,Stego,True
Stego,Stego_RGB,1054.png,0.99879956,0.840634,44,B,Stego,True
Stego,Stego_RGB,1055.png,1.0,0.9113104,35,B,Stego,True
Stego,Stego_RGB,1056.png,1.0,0.9590415,77,R,Stego,True
Stego,Stego_RGB,1057.png,0.077450864,0.045235172,18,B,Clean,False
Stego,Stego_RGB,1058.png,0.8879899,0.33647618,77,G,Stego,True
Stego,Stego_RGB,1059.png,0.96199137,0.23664625,24,B,Stego,True
Stego,Stego_RGB,106.png,1.0,0.98078203,25,R,Stego,True
Stego,Stego_RGB,1060.png,1.0,0.9938736,28,R,Stego,True
Stego,Stego_RGB,1061.png,0.99091387,0.34526554,15,B,Stego,True
Stego,Stego_RGB,1062.png,1.0,0.94366485,55,R,Stego,True
Stego,Stego_RGB,1063.png,1.0,0.9904274,28,R,Stego,True
Stego,Stego_RGB,1064.png,1.0,0.99999744,10,R,Stego,True
Stego,Stego_RGB,1065.png,0.9999995,0.8545799,15,R,Stego,True
Stego,Stego_RGB,1066.png,1.0,0.99980265,28,R,Stego,True
Stego,Stego_RGB,1067.png,1.0,0.98054665,15,R,Stego,True
Stego,Stego_RGB,1068.png,1.0,0.94490457,77,R,Stego,True
Stego,Stego_RGB,1069.png,0.9684377,0.20638306,24,B,Stego,True
Stego,Stego_RGB,107.png,1.0,0.99346924,77,R,Stego,True
Stego,Stego_RGB,1070.png,0.9962658,0.33772624,24,R,Stego,True
Stego,Stego_RGB,1071.png,1.0,0.80661374,8,R,Stego,True
Stego,Stego_RGB,1072.png,1.0,0.4585586,12,G,Stego,True
Stego,Stego_RGB,1073.png,1.0,0.99997604,8,R,Stego,True
Stego,Stego_RGB,1074.png,0.9999993,0.9970082,14,G,Stego,True
Stego,Stego_RGB,1075.png,1.0,0.9950668,24,R,Stego,True
Stego,Stego_RGB,1076.png,0.9974136,0.8627578,77,G,Stego,True
Stego,Stego_RGB,1077.png,0.99999726,0.9927911,8,B,Stego,True
Stego,Stego_RGB,1078.png,1.0,0.9711205,35,R,Stego,True
Stego,Stego_RGB,1079.png,1.0,0.91225165,66,R,Stego,True
Stego,Stego_RGB,108.png,0.99999607,0.9679886,35,R,Stego,True
Stego,Stego_RGB,1080.png,1.0,0.8817842,8,R,Stego,True
Stego,Stego_RGB,1081.png,0.9994624,0.9356979,25,G,Stego,True
Stego,Stego_RGB,1082.png,1.0,0.9643806,77,R,Stego,True
Stego,Stego_RGB,1083.png,0.99821556,0.9090718,77,G,Stego,True
Stego,Stego_RGB,1084.png,0.9999895,0.9205283,28,B,Stego,True
Stego,Stego_RGB,1085.png,0.3038045,0.117394194,18,G,Clean,False
Stego,Stego_RGB,1086.png,0.9994357,0.8802407,77,R,Stego,True
Stego,Stego_RGB,1087.png,0.9999999,0.97780323,77,R,Stego,True
